@relation 'Dataset-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute maxChurn numeric
@attribute CyclomaticComplexity numeric
@attribute stmtAdded numeric
@attribute CodeSmells numeric
@attribute stmtDeleted numeric
@attribute IsBuggy {no,yes}

@data
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.058252,0.152723,0.333333,0.147919,no
0.442695,0.038835,0.153063,0,0.14806,no
0.442695,0.048544,0.153198,0.333333,0.148621,no
0.442695,0.048544,0.153063,0.333333,0.14834,no
0.442695,0,0.152791,0,0.14799,no
0.442695,0.038835,0.152927,0,0.1482,no
0.442695,0,0.152859,0,0.14806,no
0.442695,0.038835,0.152723,0,0.147919,no
0.442695,0.368932,0.154353,0.666667,0.148972,no
0.442695,0.038835,0.152791,0,0.14799,no
0.442695,0.019417,0.152723,0,0.147919,no
0.442695,0,0.153063,0,0.14827,no
0.442695,0.038835,0.153063,0.333333,0.14827,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.048544,0.152995,0.333333,0.1482,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.048544,0.153606,0.333333,0.14834,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.097087,0.153131,0.666667,0.14806,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.019417,0.152723,0,0.147919,no
0.442695,0.038835,0.153063,0.333333,0.148551,no
0.442695,0.048544,0.152791,0.333333,0.14806,no
0.442695,0.009709,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0.009709,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0,0.152791,0,0.14806,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.106796,0.153402,0.666667,0.150586,no
0.442695,0.029126,0.152791,0,0.14799,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.009709,0.152859,0,0.1482,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.009709,0.152859,0,0.14799,no
0.442695,0.029126,0.152927,0,0.14806,no
0.442695,0.038835,0.15639,0,0.148411,no
0.442695,0,0.156051,0,0.14799,no
0.442695,0.038835,0.156051,0,0.14799,no
0.442695,0.048544,0.156458,0.333333,0.14806,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.038835,0.152927,0.333333,0.14813,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0.029126,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.029126,0.152995,0,0.147919,no
0.442695,0.009709,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.029126,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0.038835,0.152723,0.333333,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.156118,0,0.14806,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.155983,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0.442695,0,0.152723,0,0.147919,no
0,0,0,0,0,no
0.015647,0,0.005433,0,0.005193,no
0.015647,0.009709,0.0055,0,0.005263,no
0.015647,0.029126,0.005704,0,0.005684,no
0.015647,0.009709,0.0055,0,0.005263,no
0.015647,0.009709,0.0055,0.333333,0.005263,no
0.069396,0,0.024175,0,0.023367,no
0.069396,0,0.023971,0,0.023156,no
0.069396,0.097087,0.024039,0.666667,0.023297,no
0.069396,0.019417,0.023971,0,0.023156,no
0.069396,0.038835,0.023971,0.333333,0.023156,no
0.069396,0.067961,0.023971,0.333333,0.023156,no
0.069396,0.087379,0.02465,0.333333,0.023788,no
0.069396,0.15534,0.024107,0.666667,0.023507,no
0.069396,0.029126,0.023971,0,0.023156,no
0.040439,0.029126,0.014125,0,0.013332,no
0.040439,0,0.014193,0,0.013473,no
0.040439,0,0.014193,0,0.013403,no
0.040439,0.126214,0.01426,0.666667,0.013473,no
0.040439,0.029126,0.014125,0,0.013332,no
0.040439,0.019417,0.015687,0,0.013613,no
0.040439,0,0.014125,0,0.013332,no
0.040439,0.07767,0.014125,0.333333,0.013332,no
0.042166,0.038835,0.014736,0.333333,0.014104,no
0.042166,0,0.015075,0,0.014104,no
0.042166,0,0.015075,0,0.014104,no
0.042166,0,0.015075,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0.07767,0.0146,0.333333,0.014174,no
0.042166,0.029126,0.014532,0,0.014104,no
0.042166,0,0.014532,0,0.014104,no
0.042166,0.07767,0.014532,0.333333,0.014104,no
0.007011,0,0.002445,0,0.002316,no
0,0,0,0,0,no
0.013818,0,0.004753,0,0.004631,no
0.013818,0,0.004753,0,0.004631,no
0.013818,0,0.004753,0,0.004631,no
0.013818,0,0.004821,0,0.004701,no
0,0,0,0,0,no
0.16643,0,0.056974,0,0.056207,no
0.16643,0.203883,0.057993,0.666667,0.057119,no
0.16643,0.019417,0.056906,0,0.056136,no
0.16643,0.067961,0.056906,0,0.056136,no
0.16643,0.097087,0.056906,0.666667,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.019417,0.056974,0,0.056207,no
0.16643,0.087379,0.0584,0.333333,0.05761,no
0.16643,0,0.056906,0,0.056136,no
0.16643,0,0.056906,0,0.056136,no
0.16643,0.165049,0.056906,0.666667,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.019417,0.056906,0,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.019417,0.056974,0,0.056207,no
0.16643,0.07767,0.056906,0.333333,0.056136,no
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.009709,0.057042,0,0.056277,no
0.16643,0.019417,0.057178,0,0.056277,no
0.16643,0,0.056906,0,0.056136,no
0.16643,0.165049,0.057042,0.666667,0.056207,no
0.16643,0.067961,0.05711,0.333333,0.056347,no
0.16643,0.320388,0.05874,1,0.05761,no
0.16643,0.009709,0.056974,0.333333,0.056207,no
0.16643,0.009709,0.056974,0,0.056207,no
0.16643,0.009709,0.057042,0,0.056207,no
0.16643,0.067961,0.058332,0.333333,0.057119,yes
0.16643,0.009709,0.056906,0,0.056136,no
0.16643,0.019417,0.056906,0,0.056136,no
0.16643,0.048544,0.056974,0.333333,0.056207,no
0,0.009709,0,0,0,no
0,0,0,0,0,no
0.595103,0.009709,0.205555,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.067961,0.205691,0.333333,0.198933,no
0.595103,0.07767,0.205623,0.333333,0.198653,no
0.595103,0.07767,0.207049,0.333333,0.198793,yes
0.595103,0.019417,0.207185,0,0.198793,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.009709,0.205759,0,0.198723,no
0.595103,0,0.205759,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205691,0,0.198863,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.07767,0.205487,0.333333,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205759,0,0.198863,no
0.595103,0.038835,0.205487,0,0.198653,yes
0.595103,0.048544,0.205487,0.333333,0.198653,no
0.595103,0.116505,0.207185,0.666667,0.199074,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0.019417,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.019417,0.205487,0,0.198653,no
0.595103,0.058252,0.205487,0.333333,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.135922,0.205487,0.666667,0.198653,no
0.595103,0,0.209222,0,0.198653,no
0.595103,0,0.20929,0,0.198793,no
0.595103,0.048544,0.209358,0,0.198793,no
0.595103,0.029126,0.209222,0,0.198653,no
0.595103,0.097087,0.205826,0.666667,0.199074,no
0.595103,0.106796,0.205555,0.666667,0.198723,no
0.595103,0,0.205623,0,0.198793,no
0.595103,0.038835,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.058252,0.205894,0.333333,0.198933,no
0.595103,0.019417,0.207388,0.333333,0.199214,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.019417,0.205623,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205826,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0.019417,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.029126,0.205555,0,0.198723,no
0.595103,0.038835,0.205487,0.333333,0.198653,no
0.595103,0.019417,0.205623,0,0.198793,no
0.595103,0.038835,0.205555,0,0.198793,no
0.595103,0.009709,0.205623,0,0.198933,no
0.595103,0.048544,0.205487,0,0.198653,no
0.595103,0.048544,0.205759,0.666667,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.019417,0.206641,0,0.198793,no
0.595103,0.038835,0.206709,0.333333,0.198933,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.029126,0.205487,0,0.198653,no
0.595103,0.029126,0.205555,0,0.198723,no
0.595103,0,0.205555,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.019417,0.205623,0,0.198933,no
0.595103,0.009709,0.205623,0,0.198723,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.252427,0.205759,0.666667,0.199144,no
0.595103,0.019417,0.205555,0,0.198793,no
0.595103,0.048544,0.205555,0,0.198793,no
0.595103,0.07767,0.205555,0.333333,0.198793,no
0.595103,0.067961,0.205555,0.333333,0.198793,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0.019417,0.205555,0.333333,0.198793,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.019417,0.205555,0.333333,0.198793,no
0.595103,0.019417,0.205555,0.333333,0.198793,no
0.595103,0.019417,0.205555,0.333333,0.198793,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.126214,0.205487,1,0.198653,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.019417,0.205487,0.333333,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.019417,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205555,0,0.198793,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205623,0,0.198793,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205555,0,0.198723,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.174757,0.205759,0.666667,0.199004,no
0.595103,0.009709,0.205487,0,0.198653,no
0.595103,0.029126,0.205487,0,0.198653,no
0.595103,0.038835,0.205555,0,0.198723,no
0.595103,0.038835,0.205555,0.333333,0.198793,no
0.595103,0.029126,0.205487,0,0.198653,no
0.595103,0.048544,0.206234,0.333333,0.199074,no
0.595103,0.009709,0.206098,0,0.198933,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.048544,0.205487,0.333333,0.198653,no
0.595103,0.038835,0.205691,0.333333,0.198723,no
0.595103,0.019417,0.205555,0,0.198723,no
0.595103,0.058252,0.209493,0.333333,0.201179,no
0.595103,0.009709,0.208475,0,0.200688,no
0.595103,0.019417,0.206166,0,0.198653,no
0.595103,0.029126,0.205487,0,0.198653,no
0.595103,0.067961,0.209629,0.666667,0.20181,no
0.595103,0.097087,0.208814,0.666667,0.201179,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0,0.205487,0,0.198653,no
0.595103,0.038835,0.205555,0,0.198793,no
0.595103,0.097087,0.205555,0.666667,0.198723,no
0,0.029126,0,0,0,no
0,0,0,0,0,no
0,0.019417,0,0,0,no
0,0.009709,0,0,0,no
0,0,0,0,0,no
0,0.009709,0,0,0,no
0,0.009709,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029811,0,0.030314,no
0.088092,0,0.029675,0.333333,0.030173,no
0.088092,0,0.029743,0.333333,0.030243,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029811,0,0.030314,no
0.088092,0,0.029743,0,0.030243,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0.088092,0,0.029675,0,0.030173,no
0,0,0,0,0,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0.333333,0.029191,no
0.085653,0,0.029064,0.333333,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.029132,0,0.029331,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.029064,0,0.029261,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.085653,0,0.028996,0,0.029191,no
0.063199,0,0.021391,0,0.021683,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021391,0,0.021753,no
0.063199,0,0.021391,0,0.021683,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.022749,0,0.021893,no
0.063199,0,0.022545,0,0.021683,no
0.063199,0,0.022545,0,0.021683,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.02207,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021391,0,0.021683,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0.063199,0,0.021323,0,0.021613,no
0,0,0,0,0,no
0.011786,0,0.004142,0,0.003859,no
0.011786,0.009709,0.004142,0,0.003859,no
0.011786,0,0.004142,0,0.003859,no
0.011786,0,0.004142,0,0.003859,no
0.011786,0,0.004142,0,0.003859,no
0.011786,0,0.004142,0,0.003859,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0.009709,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.014123,0,0.004889,0,0.004701,no
0.007214,0,0.00258,0,0.002316,no
0.007214,0,0.00258,0,0.002316,no
0.012497,0,0.004346,0,0.00414,no
0.012497,0,0.004346,0,0.00414,no
0.012497,0,0.004346,0,0.00414,no
0.012497,0,0.004346,0,0.00414,no
0.012497,0,0.004346,0,0.00414,no
0.012497,0,0.004346,0,0.00414,no
0,0,0,0,0,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0.009709,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009235,0,0.009192,no
0.027129,0,0.009303,0,0.009333,no
0.027129,0,0.009235,0,0.009192,no
0.007011,0,0.002513,0,0.002245,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0,0,0,0,0,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0.012294,0,0.004278,0,0.00407,no
0,0,0,0,0,no
0.065332,0,0.023088,0,0.022034,no
0.065332,0,0.022953,0,0.022034,no
0.065332,0.145631,0.024107,1,0.023016,yes
0.065332,0.048544,0.022613,0.333333,0.021753,no
0.065332,0.116505,0.022613,0.666667,0.021753,no
0.065332,0.038835,0.022613,0,0.021753,no
0.065332,0.019417,0.022613,0,0.021753,no
0.065332,0.067961,0.022681,0.333333,0.021823,no
0.065332,0.087379,0.022613,0.333333,0.021753,no
0.027637,0.019417,0.009575,0,0.009333,no
0.027637,0,0.009507,0,0.009263,no
0.027637,0,0.009507,0,0.009263,no
0.027637,0.038835,0.009779,0,0.009613,no
0.027637,0.019417,0.009711,0,0.009263,no
0.027637,0,0.009507,0,0.009263,no
0.027637,0,0.009507,0,0.009263,no
0.027637,0,0.009643,0,0.009403,no
0.027637,0,0.009507,0,0.009263,no
0.013005,0,0.004618,0,0.00421,no
0.013005,0.009709,0.004753,0,0.00428,no
0.013005,0.058252,0.004618,0,0.00421,no
0.094595,0,0.032867,0,0.031366,no
0.094595,0,0.032867,0,0.031366,no
0.094595,0.038835,0.033071,0,0.031577,no
0.094595,0,0.032867,0,0.031366,no
0.094595,0,0.032867,0,0.031366,no
0.094595,0,0.032867,0,0.031366,no
0.094595,0.009709,0.032867,0,0.031366,no
0.094595,0.048544,0.032935,0.333333,0.031436,no
0.094595,0.029126,0.032867,0,0.031366,no
0.094595,0,0.032867,0,0.031366,no
