@relation 'Dataset-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute NestingDepth numeric
@attribute CyclomaticComplexity numeric
@attribute CodeSmells numeric
@attribute stmtAdded numeric
@attribute avgChurn numeric
@attribute IsBuggy {no,yes}

@data
0,0,0,0.71926,0.512393,no
0,0,0,0.71926,0.512393,no
0,0,0,0.71926,0.512393,no
0,0,0,0.71926,0.512393,no
0,0,0,0.70272,0.502324,no
0.086207,0.09375,0,0.716649,0.512084,no
0,0,0,0.718607,0.511929,no
0,0,0,0.718607,0.511929,no
0,0,0,0.702503,0.503021,no
0.086207,0.09375,0,0.714908,0.510844,no
0,0,0,0.713819,0.508521,no
0,0,0,0.713819,0.508521,no
0,0,0,0.702938,0.503098,no
0.051724,0.0625,0,0.714908,0.510844,no
0,0,0,0.713819,0.508521,no
0,0,0,0.713819,0.508521,no
0,0,0,0.702503,0.511232,no
0.051724,0.0625,0,0.714908,0.510844,no
0,0,0,0.713819,0.508521,no
0,0,0,0.713819,0.508521,no
0,0,0,0.704026,0.503641,no
0.051724,0.0625,0,0.723613,0.517041,no
0,0,0,0.723613,0.517041,no
0,0,0,0.723613,0.517041,no
0,0,0,0.73123,0.520914,no
0,0,0,0.73123,0.520914,no
0,0,0,0.702394,0.50062,no
0,0,0,0.702829,0.513091,no
0,0,0,0.702394,0.501162,no
0,0,0,0.702829,0.501084,no
0,0,0,0.73123,0.520914,no
0.258621,0.25,0.333333,0.73123,0.520914,no
0.034483,0.03125,0,0.731774,0.522308,no
0,0,0,0.702938,0.502246,no
0.034483,0.03125,0,0.702938,0.503098,no
0,0,0,0.702503,0.501549,no
0.034483,0.03125,0,0.715778,0.511929,no
0,0,0,0.714908,0.510844,no
0.051724,0.03125,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.716104,0.510147,no
0.086207,0.09375,0,0.703917,0.503408,no
0,0,0,0.716649,0.512084,no
0,0,0,0.716649,0.512084,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.718281,0.511696,no
0.086207,0.09375,0,0.703156,0.503796,yes
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0.034483,0.03125,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0.051724,0.03125,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.714908,0.510844,no
0,0,0,0.709358,0.510534,no
0,0,0,0.709358,0.510534,no
0,0,0,0.709358,0.510534,no
0,0,0,0.718063,0.511541,no
0.086207,0.09375,0,0.70272,0.501084,no
0.034483,0.03125,0,0.709358,0.510534,no
0,0,0,0.709358,0.510534,no
0.068966,0.0625,0,0.709358,0.510534,no
0.034483,0.03125,0,0.709358,0.510534,no
0.034483,0.03125,0,0.709358,0.510534,no
0,0,0,0.709358,0.510534,no
0,0,0.333333,0.701959,1,yes
0,0,0,0.701959,1,no
0.034483,0,0,0,0,no
0.034483,0,0,0,0,no
0.172414,0.125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.103448,0.125,0,0.000109,0.00031,no
0.103448,0.0625,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0,0.000326,0.00093,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.137931,0.09375,0.333333,0.000435,0.00093,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0,0,0,0,0,no
0.293103,0.21875,0.333333,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.0625,0.333333,0,0,no
0.086207,0.0625,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0.333333,0.000435,0.000775,yes
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0,0,0,0,0,yes
0,0,0.333333,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0.03125,0,0,0,no
0.137931,0.15625,0.333333,0,0,yes
0.068966,0.03125,0,0,0,no
0,0,0.333333,0,0,yes
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.172414,0.125,0.333333,0,0,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0.327586,0.21875,0.333333,0.000109,0.000155,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.310345,0.25,0.333333,0,0,yes
0.568966,0.59375,0.666667,0.002067,0.003408,no
0,0,0,0,0,no
0,0,0,0,0,no
0.103448,0.09375,0.333333,0,0,no
0.068966,0.03125,0,0,0,no
0.12069,0.09375,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0.03125,0,0,0,no
0.137931,0.125,0.333333,0,0,yes
0.137931,0.09375,0,0,0,no
0.068966,0.125,0,0,0,no
0.293103,0.21875,0.333333,0,0,yes
0.482759,0.40625,0.666667,0,0,no
0.275862,0.15625,0.333333,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0.000326,0.00062,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000762,0.001084,no
0,0,0,0.000762,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0.155172,0.125,0.333333,0.000109,0.00031,no
0,0,0,0.000218,0.00031,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.0625,0,0,0,no
0.068966,0.0625,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000218,0.00031,no
0,0,0.333333,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000544,0.000465,no
0.034483,0.03125,0,0,0,no
0,0,0.333333,0,0,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0.034483,0.03125,0,0.000109,0.00031,yes
0,0,0,0,0,no
0.12069,0.09375,0.333333,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0,0.000109,0.00031,yes
0.137931,0.125,0.333333,0.000435,0.00062,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000109,0.00031,no
0.068966,0.0625,0.333333,0.000326,0.00093,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0.333333,0.000653,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000435,0.001239,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.03125,0.333333,0.00185,0.002479,no
0,0,0,0.001741,0.002401,no
0.034483,0.03125,0,0.001197,0.001627,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.000155,no
0,0,0,0.000218,0.00031,no
0.034483,0.03125,0,0.000218,0.000232,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.000155,no
0.068966,0.03125,0.333333,0.001632,0.002014,yes
0,0,0,0.000653,0.000852,no
0,0,0,0.000109,0.000155,yes
0,0,0.333333,0.000109,0.000155,no
0.051724,0.03125,0,0,0,no
0.224138,0.125,0.333333,0.001632,0.001704,yes
0,0,0,0.000109,0.000155,no
0.103448,0.0625,0.333333,0.000871,0.001007,yes
0,0,0,0.000109,0.000155,no
0.068966,0.03125,0.333333,0.000435,0.000775,yes
0,0,0,0.000109,0.000155,no
0,0,0,0.000109,0.00031,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.137931,0.09375,0.333333,0.000326,0.00062,no
0.051724,0.03125,0,0.000326,0.00062,no
0,0,0,0.000326,0.000465,no
0.12069,0.09375,0.333333,0.001088,0.000671,no
0.034483,0.03125,0,0.000979,0.000569,no
0.103448,0.0625,0,0,0,no
0,0,0,0,0,no
0,0.0625,0,0.000326,0.001239,no
0.103448,0.125,0.333333,0.006964,0.003021,no
0.137931,0.09375,0,0.004897,0.006971,yes
0.206897,0.15625,0.333333,0.004897,0.006971,no
0.017241,0,0.333333,0.000544,0.001239,no
0,0,0,0,0,no
0.137931,0.09375,0.333333,0.000762,0.000349,no
0.086207,0.0625,0.333333,0.000544,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.155172,0.125,0.333333,0.000109,0.00031,no
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0.03125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.189655,0.15625,0.333333,0,0,yes
0.068966,0.09375,0,0.000326,0.000775,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0.086207,0.0625,0.333333,0,0,no
0.034483,0.03125,0,0,0,no
0.137931,0.09375,0,0,0,no
0.086207,0.0625,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.068966,0.0625,0.333333,0.000218,0.000232,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0.002176,0.002711,no
0.034483,0.03125,0,0.002612,0.003718,yes
0.362069,0.28125,0.333333,0.001088,0.001549,yes
0.172414,0.15625,0.333333,0.000326,0.000465,yes
0.086207,0.09375,0.333333,0.000218,0.00031,yes
0.086207,0.0625,0.333333,0,0,yes
0,0,0,0.010555,0.015027,no
0,0,0,0.01099,0.007823,no
0,0,0,0.010555,0.015027,no
0,0,0,0.010555,0.015027,no
0.172414,0.125,0.333333,0.00457,0.013013,yes
0.034483,0,0,0.010555,0.015027,no
0,0,0,0.011208,0.007978,yes
0,0,0,0.011208,0.008443,no
0,0,0,0.012078,0.008598,yes
0,0,0,0.001088,0.004183,no
0.034483,0.03125,0,0.001088,0.004183,no
0.051724,0.03125,0,0,0,no
0.034483,0.03125,0,0.001741,0.002479,no
0,0,0,0.001632,0.004648,no
0,0,0,0.001632,0.004648,no
0.137931,0.09375,0.333333,0.000326,0.000465,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.001197,0.003408,no
0.12069,0.09375,0.666667,0.002612,0.007436,no
0.034483,0.03125,0,0.000544,0.001549,no
0.155172,0.125,0.333333,0.003482,0.009915,no
0.189655,0.15625,0.333333,0.000326,0.000465,no
0.172414,0.09375,0.333333,0.00185,0.003408,no
0.155172,0.09375,0.333333,0.00185,0.003408,yes
0.051724,0.03125,0.333333,0.000109,0.000775,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.002612,0.003718,no
0,0,0,0.002612,0.003718,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0.03125,0,0,0,no
0.137931,0.21875,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.103448,0.09375,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0.001306,0.001859,no
0,0,0,0,0,no
0.086207,0.09375,0,0.000109,0.00031,no
0.068966,0.0625,0,0.000326,0.00093,no
0.086207,0.0625,0.333333,0,0,no
0,0,0,0,0,no
0.241379,0.1875,0.333333,0.000109,0.00031,no
0.155172,0.09375,0,0.001523,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000544,0.00093,no
0.517241,0.40625,1,0.002394,0.001239,no
0,0,0,0.001306,0.001859,no
0.224138,0.15625,0.333333,0.000979,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.172414,0.125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.12069,0.09375,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000326,0.000465,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.001306,0.001859,no
0,0,0,0.001306,0.001859,no
0,0,0,0.001306,0.001859,no
0,0,0,0,0,no
0.086207,0.0625,0,0.000109,0.00031,no
0,0,0,0,0,no
0.034483,0.03125,0.333333,0.000109,0.00031,no
0.137931,0.125,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0.068966,0.0625,0.333333,0.000218,0.00062,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0.333333,0.000218,0.00062,no
0.137931,0.125,0.333333,0,0,no
0.103448,0.09375,0.333333,0.000544,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000218,0.00062,no
0,0,0,0,0,no
0.051724,0.03125,0,0.002285,0.003253,yes
0.086207,0.0625,0,0.002285,0.003253,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.03125,0,0,0,no
0.103448,0.09375,0.333333,0.000109,0.00031,no
0.068966,0.0625,0,0,0,no
0.068966,0.0625,0,0.000218,0.00062,no
0,0,0,0,0,no
0.017241,0,0,0.000326,0.00093,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0.017241,0,0,0.001088,0.000775,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0.000435,0.00062,no
0.155172,0.125,0.333333,0.000109,0.00031,no
0,0,0,0.000218,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0,0,0,0,0,no
0.068966,0.03125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.224138,0.15625,0.333333,0.001415,0.000891,no
0.051724,0.03125,0.666667,0.000435,0.00062,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.155172,0.09375,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.0625,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.086207,0.03125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000326,0.000387,no
0,0,0.333333,0.001741,0.001394,no
0,0,0,0.001741,0.001394,no
0,0,0.333333,0.001632,0.002479,no
0,0,0,0,0,no
0,0,0,0,0,no
0.155172,0.09375,0.333333,0.00185,0.002789,no
0.017241,0.03125,0,0,0,no
0.017241,0.03125,0,0,0,no
0,0,0,0.008487,0.004287,no
0.068966,0.03125,0.333333,0.008379,0.006042,no
0.086207,0.0625,0,0.014363,0.020449,no
0.448276,0.40625,1,0.014908,0.007126,no
0.103448,0.09375,0.666667,0.014363,0.020449,no
0.017241,0.03125,0,0.014363,0.020449,no
0.086207,0.0625,0,0.014363,0.020449,no
0.068966,0.0625,0.333333,0.000435,0.010225,no
0.241379,0.15625,0.333333,0.002176,0.003563,no
0.034483,0,0,0.000109,0.000155,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,yes
0,0,0,0.001306,0.001859,no
0.034483,0.03125,0,0,0,no
0.12069,0.09375,0.333333,0.00272,0.001343,yes
0,0,0,0,0,no
0.12069,0.0625,0.333333,0.000435,0.000465,no
0,0,0,0,0,yes
0.034483,0,0,0.000653,0.000775,no
0,0,0,0.006638,0.00945,no
0,0,0,0.006746,0.00488,no
0,0,0,0.006855,0.005035,no
0.189655,0.09375,0.333333,0.006855,0.005422,no
0,0,0,0.000218,0.00031,no
0.017241,0,0,0.002829,0.004183,no
0,0,0,0.002829,0.004183,no
0,0,0.333333,0.002829,0.004183,no
0.172414,0.09375,0,0.002285,0.003253,no
0,0,0.333333,0,0,no
0,0,0.333333,0,0,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.03125,0.333333,0,0,no
0,0,0.333333,0,0,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0,0.002612,0.004183,no
0.034483,0.03125,0,0.002394,0.003408,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0.396552,0.28125,0.333333,0.000762,0.002169,no
0.37931,0.28125,0.333333,0.000653,0.001859,no
0.189655,0.15625,0.666667,0.000544,0.001549,no
0.017241,0.03125,0,0,0,no
0.103448,0.0625,0.666667,0.001959,0.005577,no
0.086207,0.0625,0,0.001741,0.004957,no
0.103448,0.0625,0.666667,0.002176,0.006197,no
0.086207,0.0625,0,0.002067,0.005887,no
0.086207,0.0625,0.333333,0.000326,0.00093,no
0.068966,0.0625,0,0.000218,0.00062,no
0,0,0,0.000218,0.00062,no
0.034483,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.189655,0.03125,0.333333,0.001415,0.001317,no
0,0,0,0.001197,0.002014,no
0,0,0,0.001197,0.002014,no
0.017241,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0.000218,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000218,0.00062,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0.034483,0.03125,0,0,0,no
0.258621,0.1875,0.333333,0.000979,0.001394,no
0.172414,0.15625,0,0.000979,0.001394,no
0,0,0,0,0,no
0,0,0,0,0,no
0.137931,0.09375,0.333333,0.003156,0.008985,no
0.12069,0.09375,0,0.001306,0.002014,no
0.034483,0.03125,0,0.000218,0.00062,no
0,0,0,0.000435,0.00062,no
0,0,0,0.000109,0.00031,no
0.068966,0.0625,0,0.000109,0.00031,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000109,0.00031,no
0.034483,0.03125,0,0,0,no
0.344828,0.21875,0.333333,0.000435,0.001239,no
0.155172,0.125,0.666667,0.000435,0.001239,no
0.017241,0.03125,0,0,0,no
0.224138,0.15625,0.333333,0.000218,0.00062,no
0.051724,0.03125,0,0.000109,0.00031,no
0.172414,0.125,0.333333,0.001959,0.005577,no
0,0,0,0.000435,0.001239,no
0.034483,0.03125,0,0,0,no
0.172414,0.125,0.333333,0.000435,0.001239,no
0.068966,0.0625,0,0.001415,0.002014,no
0.051724,0.03125,0,0.000218,0.00062,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000326,0.00093,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000326,0.00093,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000326,0.00093,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000218,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0.333333,0,0,no
0,0,0.333333,0,0,no
0.051724,0.03125,0.333333,0,0,no
0,0,0.333333,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.12069,0.0625,0.666667,0.001415,0.004028,no
0.051724,0.03125,0,0.001306,0.003718,no
0,0,0,0,0,no
0,0,0,0.003591,0.001356,no
0,0,0,0.003591,0.001356,no
0,0,0,0.001741,0.000558,no
0,0,0,0.001197,0.000542,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0.103448,0.09375,0.666667,0.003373,0.004802,no
0,0,0,0.007508,0.010689,no
0,0,0,0.007508,0.010689,no
0,0,0,0.007508,0.010689,no
0,0,0,0.007508,0.010689,no
0,0,0,0.010773,0.005267,no
0,0,0,0.009576,0.003047,no
0,0,0,0.004244,0.00253,no
0,0,0,0.015887,0.005473,no
0.017241,0,0,0.031121,0.006093,no
0.017241,0,0,0.029489,0.006158,no
0,0,0,0.002503,0.001278,no
0,0,0,0.001088,0.002014,no
0.155172,0.125,0.333333,0.009793,0.00169,no
0.034483,0.03125,0,0.001306,0.001007,no
0.534483,0.375,0.666667,0.018063,0.002036,no
0,0,0,0.008923,0.003292,no
0.051724,0.03125,0,0.012514,0.003357,no
0,0,0,0.011752,0.005577,no
0,0,0,0.011425,0.005473,no
0.034483,0.03125,0,0.015452,0.005771,no
0,0,0.333333,0.017301,0.00374,no
0,0,0,0.000871,0.001394,no
0.344828,0.25,0.333333,0.005767,0.002827,no
0.327586,0.25,0.333333,0.00555,0.00277,no
0.12069,0.09375,0.333333,0.00555,0.001433,yes
0.068966,0,0.333333,0.014255,0.005453,no
0,0,0,0.007943,0.003822,no
0,0,0,0.006855,0.004648,no
0,0,0,0.011534,0.006248,no
0,0,0,0.011643,0.004648,no
0.103448,0.0625,0,0.010337,0.005616,no
0.172414,0.125,0,0.006202,0.00883,no
0.034483,0.03125,0,0.000762,0.000775,no
0.224138,0.1875,0.333333,0.007943,0.002324,no
0.051724,0.03125,0,0.008052,0.011464,no
0.241379,0.21875,0.333333,0.018607,0.003679,no
0,0,0,0.012078,0.006093,no
0.068966,0.03125,0,0.00827,0.005887,no
0,0,0,0.008052,0.011464,no
0.068966,0.03125,0,0.003917,0.001975,no
0.155172,0.125,0.333333,0.005767,0.001983,no
0.034483,0.03125,0,0.004461,0.003563,no
0,0,0,0.001197,0.00093,no
0,0,0,0.000218,0.00062,no
0.068966,0.03125,0,0.002176,0.002324,no
0.103448,0.0625,0,0.003156,0.00222,no
0.068966,0.03125,0.333333,0.000653,0.002324,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.327586,0.21875,0.333333,0,0,no
0.137931,0.09375,0,0,0,no
0.12069,0.09375,0.333333,0.003373,0.004802,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0.001197,0.001084,no
0,0,0,0.001088,0.000775,no
