@relation 'Dataset-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute NestingDepth numeric
@attribute CyclomaticComplexity numeric
@attribute CodeSmells numeric
@attribute stmtAdded numeric
@attribute avgChurn numeric
@attribute IsBuggy {no,yes}

@data
0.051724,0.03125,0,0.149402,0.106352,no
0.103448,0.0625,0,0.149402,0.106352,no
0.051724,0.03125,0,0.149402,0.106352,no
0,0,0,0.149402,0.106352,no
0.034483,0.03125,0,0.149402,0.106352,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.103448,0.0625,0,0.000871,0.001239,no
0.051724,0.03125,0,0.001959,0.001394,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000326,0.000465,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.009793,0.013943,no
0.051724,0.0625,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.103448,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.0625,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.125,0,0.000326,0.000465,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.103448,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.103448,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.009793,0.013943,no
0.086207,0.0625,0,0.009793,0.013943,no
0.051724,0.03125,0,0.009793,0.013943,no
0.103448,0.0625,0,0.009793,0.013943,no
0.051724,0.03125,0,0.009793,0.013943,no
0,0,0,0.009793,0.013943,no
0.034483,0.03125,0,0.009793,0.013943,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.09375,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.09375,0,0.00827,0.019985,no
0.086207,0.0625,0,0.000653,0.00062,no
0.051724,0.03125,0,0.000218,0.00062,no
0.103448,0.0625,0,0.000544,0.000542,no
0.051724,0.03125,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0.034483,0.03125,0,0.000979,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.103448,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.008923,0.024632,no
0,0,0,0.008923,0.024632,no
0,0,0,0.008923,0.024632,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0.008923,0.024632,no
0,0,0,0.008923,0.024632,no
0,0,0,0.008923,0.024632,no
0,0,0,0.008923,0.024632,no
0,0,0,0.000109,0.00031,no
0.241379,0.21875,0.333333,0,0,no
0.034483,0.03125,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.086207,0.0625,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0.000544,0.000775,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.086207,0.09375,0,0,0,no
0.034483,0.03125,0,0.014908,0.021146,no
0,0,0,0.014908,0.021146,no
0,0,0,0.014908,0.021146,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000218,0.00031,no
0,0,0,0,0,no
0.086207,0.09375,0,0.000544,0.000775,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.007943,0.021998,no
0,0,0,0.000109,0.00031,no
0.051724,0.0625,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0.003264,0.008056,no
0.068966,0.0625,0,0,0,no
0.086207,0.0625,0,0,0,no
0.034483,0,0,0,0,no
0.034483,0,0,0,0,no
0.034483,0,0,0,0,no
0.172414,0.125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.103448,0.125,0,0.000109,0.00031,no
0.103448,0.0625,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0.001523,0.002169,no
0.051724,0.03125,0,0.002503,0.003563,no
0.068966,0.0625,0,0.002503,0.003563,no
0,0,0,0,0,no
0.068966,0.0625,0,0.001741,0.002479,no
0,0,0,0,0,no
0.051724,0.03125,0,0.000871,0.001239,no
0.034483,0.03125,0,0.006638,0.00488,no
0,0,0,0.00642,0.00914,no
0,0,0,0.00642,0.00914,no
0.086207,0.0625,0,0.00642,0.00914,no
0,0,0,0.00642,0.00914,no
0,0,0,0.00642,0.00914,no
0,0,0,0.006529,0.004725,no
0.034483,0.03125,0.333333,0.001415,0.001549,no
0,0,0,0.000871,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000979,0.001394,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.0625,0.333333,0.00272,0.004338,no
0.051724,0.03125,0,0.00272,0.004338,no
0,0,0,0.00272,0.004338,no
0.137931,0.09375,0.333333,0.000653,0.001394,no
0,0,0,0,0,no
0.12069,0.0625,0.333333,0.003264,0.00395,no
0,0,0,0.000979,0.002324,no
0.5,0.375,0.666667,0.007399,0.006301,no
0.103448,0.03125,0.333333,0.0037,0.002685,no
0.034483,0,0,0.001523,0.001317,no
0.12069,0.0625,0.333333,0.001959,0.004338,no
0,0,0,0.001741,0.002479,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0.333333,0.000109,0.000155,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0.12069,0.09375,0,0.00272,0.003873,no
0.034483,0.03125,0.333333,0,0,no
0,0,0,0.000979,0.001394,no
0.034483,0,0,0.001741,0.002634,no
0.137931,0.125,0.333333,0.001959,0.002943,no
0,0.03125,0,0,0,no
0.103448,0.0625,0,0.000979,0.001936,no
0.068966,0.03125,0,0,0,no
0,0,0.333333,0.000109,0.000155,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.172414,0.125,0.333333,0.000109,0.000155,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0.327586,0.21875,0.333333,0.002176,0.001136,no
0,0,0,0,0,no
0,0,0,0,0,no
0.12069,0.09375,0,0.000218,0.000465,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.275862,0.21875,0.333333,0.005005,0.012393,no
0.224138,0.1875,0.333333,0.002829,0.002014,no
0,0,0,0,0,no
0,0,0,0,0,no
0.103448,0.09375,0.333333,0,0,no
0.068966,0.03125,0,0,0,no
0.12069,0.125,0,0.000544,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0.03125,0,0,0,no
0.034483,0.03125,0,0.000109,0.002789,no
0.137931,0.09375,0,0,0,no
0.068966,0.125,0,0.000435,0.001239,no
0.293103,0.21875,0.333333,0.000435,0.001239,no
0.482759,0.375,0.666667,0.001197,0.002943,no
0.275862,0.15625,0.333333,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0.275862,0.15625,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0.034483,0.03125,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000653,0.00093,no
0,0,0,0.001741,0.001317,no
0,0,0,0.002176,0.001136,no
0,0,0,0.000544,0.000775,yes
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000762,0.001084,no
0.034483,0.03125,0,0.001306,0.00093,no
0.034483,0.03125,0,0.001088,0.000852,no
0,0,0,0,0,no
0,0,0,0.001306,0.001317,no
0,0,0,0.001197,0.001704,no
0.034483,0.03125,0,0.001306,0.001007,no
0,0,0,0.002938,0.004183,no
0,0,0,0.007182,0.002556,no
0.068966,0.0625,0,0.006964,0.003304,no
0,0,0,0,0,no
0,0,0,0.000762,0.001084,no
0,0,0,0.000653,0.001084,no
0,0,0,0.000979,0.001394,no
0,0,0,0.000762,0.001549,no
0,0,0,0.000762,0.001549,no
0,0,0,0.000762,0.001549,no
0,0,0,0.000979,0.001859,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0.189655,0.15625,0.333333,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.001959,0.002789,no
0,0,0,0.001959,0.002789,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000218,0.00031,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.0625,0,0,0,no
0.068966,0.0625,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0.000435,0.00062,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000762,0.000569,no
0,0,0.333333,0.000218,0.000465,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000979,0.001394,no
0,0,0,0.000871,0.001394,no
0,0,0,0,0,yes
0,0.0625,0,0.000109,0.00031,no
0.051724,0.03125,0,0.003156,0.000991,no
0,0,0,0.002394,0.001782,yes
0.017241,0,0,0.003264,0.001755,no
0.017241,0,0,0.000544,0.000465,no
0.034483,0.03125,0,0.000653,0.000697,no
0,0,0.333333,0.003482,0.002634,yes
0,0,0.333333,0.003264,0.002995,no
0.034483,0.03125,0,0.000109,0.00031,no
0.086207,0.0625,0,0.000544,0.000465,no
0.034483,0.03125,0,0,0,yes
0,0,0,0,0,no
0.172414,0.125,0.333333,0.001197,0.000496,no
0,0,0,0.000435,0.00062,yes
0.068966,0.0625,0,0.000653,0.000465,no
0.137931,0.125,0.333333,0.001415,0.000878,no
0.034483,0.03125,0,0.001741,0.001445,no
0,0,0,0.001523,0.00093,no
0.103448,0.0625,0.666667,0.008923,0.001947,no
0.206897,0.09375,0.333333,0.007291,0.002866,no
0.086207,0.0625,0.333333,0.001523,0.002014,yes
0,0,0,0,0,yes
0,0,0,0.000109,0.00031,yes
0,0,0,0.000435,0.001239,no
0,0,0,0.000544,0.001084,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0.051724,0,0,0,0,no
0.155172,0.125,0.333333,0.001632,0.00129,yes
0.068966,0.0625,0,0.000109,0.00031,no
0.051724,0,0,0.000544,0.001084,no
0.086207,0.0625,0.333333,0.002394,0.002324,no
0,0,0,0,0,no
0.051724,0,0,0.004026,0.003176,no
0.068966,0.0625,0.333333,0.004679,0.002324,yes
0.034483,0.03125,0,0.000218,0.00031,yes
0,0,0,0,0,yes
0,0,0,0.000109,0.00031,no
0,0,0,0.000871,0.00062,no
0,0,0.333333,0.000435,0.000775,no
0,0,0,0.002612,0.003718,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.03125,0.333333,0.00185,0.002479,no
0,0,0,0.001741,0.002401,no
0.034483,0.03125,0,0.001197,0.001627,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0,0,no
0.103448,0.03125,0.333333,0,0,no
0.034483,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.000155,no
0,0,0,0.000218,0.00031,no
0.034483,0.03125,0,0.000218,0.000232,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000218,0.000775,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0.000109,0.000155,no
0.068966,0.03125,0.333333,0.002176,0.001394,no
0,0,0,0.000653,0.000852,no
0,0,0,0.000435,0.000361,no
0.034483,0.03125,0,0.001197,0.001704,no
0,0,0.333333,0.001959,0.001704,no
0.37931,0.25,0.333333,0.018172,0.004149,no
0,0,0,0.007291,0.005422,no
0.258621,0.1875,0.333333,0.016975,0.003873,no
0,0,0,0.009358,0.003641,no
0,0,0,0.000871,0.001549,no
0.051724,0.03125,0,0.000218,0.00062,no
0,0,0,0.001088,0.001549,no
0,0,0,0.001197,0.001007,no
0.034483,0.03125,0,0.000762,0.001084,no
0.12069,0.03125,0.333333,0.000326,0.000465,no
0,0,0,0.000326,0.00062,no
0,0,0,0.000326,0.00062,no
0.362069,0.28125,0.333333,0.003591,0.006662,no
0.155172,0.125,0,0,0,no
0,0,0.333333,0.000762,0.000697,no
0.103448,0.03125,0.333333,0.002612,0.001549,no
0,0,0,0.002067,0.003408,no
0,0,0,0.002067,0.003408,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.12069,0.09375,0.333333,0,0,no
0,0,0,0.00185,0.002634,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000979,0.001394,no
0,0,0,0.000762,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.001088,0.001549,no
0.293103,0.21875,0.333333,0.000218,0.004183,no
0.172414,0.125,0.333333,0.005114,0.007281,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.241379,0.1875,0.333333,0,0,no
0,0,0,0,0,no
0.137931,0.125,0.333333,0,0,no
0.275862,0.15625,0.333333,0,0,no
0,0,0,0,0,no
0.12069,0.09375,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.172414,0.125,0.333333,0,0,no
0.155172,0.125,0.333333,0,0,no
0.172414,0.125,0.666667,0,0,no
0.155172,0.125,0.333333,0,0,no
0.137931,0.09375,0.333333,0,0,no
0.12069,0.09375,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.155172,0.09375,0.333333,0,0,no
0.068966,0.0625,0.666667,0,0,no
0.172414,0.125,0.666667,0,0,no
0.137931,0.09375,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068966,0.0625,0,0,0,no
0.137931,0.09375,0.666667,0,0,no
0,0,0,0,0,no
0,0,0.333333,0,0,no
0.172414,0.125,0.666667,0,0,no
0.137931,0.09375,0.666667,0,0,no
0.068966,0.0625,0.333333,0,0,no
0.189655,0.15625,0.333333,0,0,no
0,0,0,0,0,no
0.189655,0.15625,0.666667,0,0,no
0.137931,0.125,0.333333,0,0,no
0.051724,0.03125,0.333333,0,0,no
0,0,0.333333,0,0,no
0.086207,0.0625,0,0,0,no
0.068966,0.0625,0.333333,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0.000979,0.001549,no
0,0,0.333333,0.002176,0.001782,no
0,0,0.333333,0.000109,0.00031,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0.000218,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.12069,0.0625,0.333333,0.003591,0.002556,no
0,0,0,0.003047,0.004338,no
0,0,0,0.003047,0.004338,no
0,0,0,0.003047,0.004338,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0.333333,0,0,no
0.086207,0.0625,0.333333,0,0,no
0.068966,0.0625,0.333333,0,0,no
0.086207,0.0625,0.333333,0.000109,0.00031,no
0.068966,0.0625,0,0,0,no
0.206897,0.15625,0.666667,0.000109,0.00031,no
0.12069,0.09375,0.333333,0.000109,0.00031,no
0.206897,0.15625,0.333333,0,0,no
0.103448,0.09375,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000871,0.001704,no
0.137931,0.09375,0.666667,0.001306,0.001472,no
0,0,0.333333,0.000871,0.000775,no
0.293103,0.21875,0.666667,0.003373,0.003176,no
0.275862,0.21875,0.666667,0.003591,0.003331,no
0.172414,0.125,0.333333,0.019695,0.009656,no
0.396552,0.28125,0.333333,0.020348,0.007707,no
0.37931,0.28125,0.333333,0.020022,0.007436,no
0.017241,0.03125,0,0.018825,0.026801,no
0,0,0,0.018825,0.026801,no
0,0,0,0.018825,0.026801,no
0.137931,0.09375,0.333333,0.018934,0.013555,no
0.206897,0.15625,0.666667,0.018825,0.026801,no
0.103448,0.0625,0.333333,0,0,no
0.258621,0.1875,0.333333,0,0,no
0.086207,0.09375,0,0.001415,0.002014,no
0.137931,0.09375,0.333333,0.001197,0.000826,no
0.051724,0.03125,0,0.001415,0.000558,no
0,0,0,0,0,no
0.12069,0.09375,0.333333,0.000762,0.001084,no
0.034483,0.03125,0,0,0,no
0.034483,0.03125,0,0,0,no
0.189655,0.125,0.333333,0.002067,0.001146,no
0,0,0.333333,0.003264,0.001456,no
0,0.0625,0.333333,0.008161,0.002541,no
0.189655,0.1875,0.333333,0.00555,0.00213,no
0.137931,0.09375,0.333333,0.000544,0.000697,no
0.206897,0.15625,0.333333,0.000762,0.000387,no
0.017241,0,0.333333,0.000109,0.000155,no
0,0,0,0,0,no
0.137931,0.09375,0.333333,0.00185,0.000775,no
0.086207,0.0625,0.333333,0.001741,0.000891,no
0,0,0,0,0,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000544,0.000775,no
0,0,0,0.000218,0.00062,no
0.258621,0.21875,0.333333,0.001523,0.002324,no
0,0,0,0.000653,0.00093,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000109,0.00031,no
0,0.03125,0.333333,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.224138,0.1875,0.333333,0.000979,0.000775,no
0.068966,0.09375,0,0.000218,0.000465,no
0,0,0,0,0,no
0.034483,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000326,0.000387,no
0.051724,0.03125,0.333333,0.000109,0.00062,no
0.034483,0.03125,0,0,0,no
0.103448,0.0625,0,0.000109,0.00062,no
0.051724,0.03125,0,0.000109,0.00062,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000109,0.00062,no
0.068966,0.0625,0.333333,0.000109,0.00031,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000435,0.00062,no
0,0,0.333333,0.002067,0.001317,no
0,0,0,0.002829,0.00222,no
0,0,0,0.000218,0.00062,no
0,0,0,0.000109,0.00031,no
0.034483,0.03125,0,0,0,no
0.396552,0.34375,0.666667,0.014908,0.00306,no
0.241379,0.1875,0.333333,0.009902,0.005216,no
0.155172,0.125,0.333333,0.009684,0.005061,no
0.086207,0.0625,0.333333,0.012187,0.006558,no
0,0,0,0.012405,0.006713,no
0,0,0,0.012731,0.006765,no
0,0,0,0.012078,0.00457,no
0,0,0,0.012296,0.00661,no
0.034483,0.03125,0,0.000435,0.00093,no
0.034483,0,0,0.001306,0.004802,no
0,0,0,0,0,no
0,0,0,0.000218,0.003563,no
0.206897,0.09375,0.333333,0.011643,0.003501,no
0.034483,0.03125,0,0.000109,0.00031,no
0.086207,0.03125,0.333333,0.011208,0.003253,no
0,0,0,0,0,no
0.034483,0.03125,0,0.000109,0.011309,no
0.051724,0.03125,0,0.013819,0.009915,no
0.034483,0.03125,0,0.013711,0.01952,no
0,0,0,0.014908,0.011464,no
0.172414,0.09375,0.333333,0.017193,0.011568,no
0,0,0,0.014472,0.010844,no
0.482759,0.375,0.666667,0.01926,0.005836,no
0.206897,0.15625,0.333333,0.000871,0.000414,no
0,0,0,0.001523,0.004028,no
0,0,0,0.001523,0.004028,no
0,0,0,0.001523,0.004028,no
0,0,0,0,0,no
0.051724,0.03125,0,0.010337,0.007591,no
0.068966,0.0625,0,0.009793,0.007746,no
0.224138,0.1875,0.333333,0.015343,0.008727,no
0.224138,0.1875,0.333333,0.015778,0.007901,no
0.258621,0.1875,0.333333,0.009902,0.005216,no
0.189655,0.125,0.666667,0.000544,0.000697,no
0.172414,0.125,0.333333,0.000435,0.000542,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0.333333,0.000218,0.000775,no
0.068966,0.0625,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0.03125,0,0,0,no
0.137931,0.21875,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0.103448,0.0625,0,0.000653,0.00093,no
0,0,0,0.000435,0.00062,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.068966,0.03125,0,0.000435,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0.051724,0.03125,0,0.001306,0.001859,no
0,0,0,0,0,no
0.086207,0.09375,0,0.000109,0.00031,no
0,0,0,0.000544,0.000775,no
0.068966,0.0625,0,0.000218,0.00062,no
0.086207,0.0625,0.333333,0,0,no
0,0,0,0,0,no
0.241379,0.1875,0.333333,0.000326,0.000465,no
0.155172,0.09375,0,0.001197,0.001084,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0.000544,0.00093,no
0,0,0,0.000544,0.00093,no
0.517241,0.40625,1,0.002394,0.001239,no
0,0,0,0,0,no
0.258621,0.1875,0.333333,0.001415,0.001162,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.172414,0.125,0,0,0,no
0,0,0,0,0,no
0.034483,0.03125,0,0,0,no
0,0,0,0,0,no
0.12069,0.09375,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000326,0.000465,no
0,0,0,0.000544,0.000775,no
0,0,0,0,0,no
0,0,0.333333,0.000109,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.086207,0.0625,0.333333,0,0,yes
0,0,0,0.002176,0.001627,no
0,0,0,0.001632,0.001472,no
0,0,0,0.001632,0.001472,no
0,0,0,0,0,no
0,0,0,0.000109,0.00031,yes
0,0,0,0,0,yes
0,0,0,0.000326,0.000465,yes
0,0,0,0.00185,0.001394,yes
0,0,0,0.003264,0.001653,yes
0.103448,0.0625,0,0.001741,0.000878,no
0,0,0,0.000109,0.000155,no
0,0,0,0.000109,0.00031,yes
0,0,0,0.000109,0.00031,yes
0,0,0,0,0,yes
0,0,0,0.000109,0.00031,yes
0,0,0,0,0,yes
0,0,0,0,0,yes
0.051724,0.03125,0,0.000653,0.001084,yes
0.034483,0.03125,0.333333,0.000109,0.00062,no
0.137931,0.125,0.333333,0.000653,0.000697,no
0,0,0,0,0,no
0.068966,0.0625,0.333333,0.000544,0.000516,yes
0,0,0,0,0,yes
0.034483,0.03125,0,0.000435,0.000516,yes
0.034483,0.03125,0,0.000109,0.00031,no
0,0,0,0,0,yes
0.086207,0.0625,0.333333,0.00555,0.003563,yes
0.155172,0.125,0.333333,0.005005,0.004287,no
0.137931,0.125,0,0.004135,0.004648,no
0.034483,0.03125,0,0.003156,0.001653,no
0,0,0,0.000218,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.003808,0.005422,no
0.068966,0.0625,0,0.003808,0.005422,no
0,0,0,0.006094,0.004338,no
