@relation 'Dataset-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute avgChurn numeric
@attribute stmtAdded numeric
@attribute CyclomaticComplexity numeric
@attribute CodeSmells numeric
@attribute maxChurn numeric
@attribute IsBuggy {no,yes}

@data
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511232,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.510844,0.714908,0.0625,0,1,no
0.512858,0.71099,0.15625,0.333333,1,yes
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.508521,0.713819,0,0,1,no
0.508521,0.713819,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,no
0.519365,0.71556,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.503641,0.704026,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.517041,0.723613,0.0625,0,1,no
0.512858,0.71099,0.15625,0.333333,1,yes
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,no
0.519365,0.71556,0,0,1,no
0.510844,0.714908,0,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.502246,0.702938,0,0,1,no
0.504957,0.702503,0,0,1,no
0.50062,0.702394,0,0,1,no
0.513091,0.702829,0,0,1,no
0.501162,0.702394,0,0,1,no
0.501084,0.702829,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.520914,0.73123,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.520914,0.73123,0.25,0.333333,1,no
0.512858,0.71099,0.15625,0.333333,1,yes
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0.03125,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0,0,1,no
0.522308,0.731774,0.03125,0,1,no
0.502246,0.702938,0,0,1,no
0.502246,0.702938,0,0,1,no
0.504957,0.702503,0,0,1,no
0.506429,0.702829,0,0,1,no
0.507901,0.702503,0,0,1,no
0.50062,0.702394,0,0,1,no
0.513091,0.702829,0,0,1,no
0.503098,0.702938,0.03125,0,1,no
0.501549,0.702503,0,0,1,no
0.501162,0.702394,0,0,1,no
0.501084,0.702829,0,0,1,no
0.511929,0.715778,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,no
0.519365,0.71556,0,0,1,no
0.510844,0.714908,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.510147,0.716104,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.503408,0.703917,0.09375,0,1,no
0.512858,0.71099,0.15625,0.333333,1,yes
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0.03125,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0.03125,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.512084,0.716649,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,no
0.519365,0.71556,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511696,0.718281,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.503796,0.703156,0.09375,0,1,yes
0.512858,0.71099,0.15625,0.333333,1,yes
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.511541,0.718063,0,0,1,no
0.519365,0.71556,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.501627,0.702503,0,0,1,no
0.511541,0.718063,0,0,1,yes
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0.03125,0,1,yes
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0.501627,0.702503,0,0,1,no
0.504725,0.70272,0.03125,0,1,no
0.501627,0.702612,0.03125,0,1,no
0.501239,0.702829,0.0625,0,1,yes
0.500775,0.702503,0.03125,0,1,no
0.501084,0.70272,0.09375,0,1,no
0.512858,0.71099,0.15625,0.333333,1,yes
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0.03125,0,1,no
0.510534,0.709358,0,0,1,no
0.510534,0.709358,0.0625,0,1,no
0.510534,0.709358,0.03125,0,1,no
0.510534,0.709358,0.03125,0,1,no
0.510534,0.709358,0,0,1,no
0.519365,0.71556,0,0,1,no
1,0.701959,0,0.333333,1,yes
1,0.701959,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.125,0.333333,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0.125,0,0.00031,no
0,0,0.0625,0.333333,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00093,0.000326,0.0625,0,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00093,0.000435,0.09375,0.333333,0.00093,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0,0,no
0,0,0,0,0,no
0,0,0.21875,0.333333,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0.333333,0,no
0,0,0.0625,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000775,0.000435,0.03125,0.333333,0.000775,yes
0,0,0,0,0,no
0,0,0.0625,0,0,no
0,0,0,0,0,yes
0,0,0.09375,0,0,yes
0.00031,0.000109,0,0,0.00031,yes
0,0,0.125,0.333333,0,yes
0,0,0.0625,0,0,yes
0,0,0.09375,0,0,yes
0,0,0.125,0.333333,0,yes
0,0,0,0.333333,0,no
0,0,0.25,0.333333,0,yes
0,0,0.0625,0,0,yes
0,0,0.15625,0.333333,0,yes
0,0,0.0625,0,0,yes
0,0,0.0625,0,0,yes
0,0,0.09375,0.333333,0,yes
0.001859,0.000326,0.21875,0.333333,0.000775,yes
0.000775,0.000109,0.03125,0.333333,0.000775,no
0,0,0.0625,0,0,yes
0,0,0.15625,0.333333,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0,0,yes
0,0,0.03125,0,0,no
0,0,0.15625,0.333333,0,yes
0,0,0.03125,0,0,no
0,0,0,0.333333,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.125,0.333333,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0.000155,0.000109,0.21875,0.333333,0.000155,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.25,0.333333,0,yes
0.003408,0.002067,0.59375,0.666667,0.002789,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.09375,0.333333,0,no
0,0,0.03125,0,0,no
0,0,0.09375,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.125,0.333333,0,yes
0,0,0.09375,0,0,no
0,0,0.125,0,0,no
0,0,0.21875,0.333333,0,yes
0,0,0.40625,0.666667,0,no
0,0,0.15625,0.333333,0,no
0,0,0.03125,0,0,no
0.004648,0.001632,0,0,0.004648,no
0.004648,0.001632,0,0,0.004648,no
0.004648,0.001632,0,0,0.004648,no
0.003408,0.001197,0.09375,0,0.00093,yes
0.002789,0.000762,0.03125,0,0.001549,yes
0.003098,0.001306,0,0,0.001239,no
0.001549,0.001088,0,0,0.001859,no
0.003718,0.002612,0.03125,0.333333,0.002169,yes
0.001549,0.000544,0,0.333333,0.00093,no
0.00093,0.000326,0,0,0.00093,no
0,0,0,0,0,no
0.001239,0.000435,0.03125,0,0.00062,no
0.005577,0.001959,0.03125,0.333333,0.001239,yes
0.00093,0.000218,0,0,0.00093,no
0.000775,0.000544,0,0,0.00093,no
0,0,0,0,0,no
0.003408,0.001197,0,0,0.001239,no
0.002789,0.000979,0,0,0.002789,no
0.006197,0.002176,0.03125,0.333333,0.002169,no
0.001239,0.000435,0,0,0.001239,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,yes
0,0,0,0,0,no
0.00062,0.000326,0,0,0.00062,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001084,0.000762,0,0,0.001084,no
0.001084,0.000762,0,0,0.001084,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0.125,0.333333,0.00031,no
0.00031,0.000218,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0,0,no
0,0,0.0625,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.0625,0,0,no
0,0,0.03125,0,0,no
0.00062,0.000435,0,0,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000218,0,0,0.00031,no
0,0,0,0.333333,0,no
0.000775,0.000544,0,0,0.000775,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0.000465,0.000544,0,0,0.00062,no
0,0,0.03125,0,0,no
0,0,0,0.333333,0,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,yes
0,0,0,0,0,no
0,0,0.09375,0.333333,0,no
0,0,0,0,0,no
0.00031,0.000109,0.0625,0,0.00031,yes
0.00062,0.000435,0.125,0.333333,0.00062,no
0.00031,0.000109,0.03125,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0.333333,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00093,0.000326,0.0625,0.333333,0.00062,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0.000775,0.000653,0.0625,0.333333,0.00062,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.001239,0.000435,0,0,0.001239,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.002479,0.00185,0.03125,0.333333,0.003098,no
0.002401,0.001741,0,0,0.003098,no
0.001627,0.001197,0.03125,0,0.003098,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000155,0.000109,0,0,0.000155,no
0.00031,0.000218,0,0,0.00031,no
0.000232,0.000218,0.03125,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000155,0.000109,0,0,0.000155,no
0.002014,0.001632,0.03125,0.333333,0.001549,yes
0.000852,0.000653,0,0,0.001549,no
0.000155,0.000109,0,0,0.000155,yes
0.000155,0.000109,0,0.333333,0.000155,no
0,0,0.03125,0,0,no
0.001704,0.001632,0.125,0.333333,0.00062,yes
0.000155,0.000109,0,0,0.000155,no
0.001007,0.000871,0.0625,0.333333,0.00062,yes
0.000155,0.000109,0,0,0.000155,no
0.000775,0.000435,0.03125,0.333333,0.00031,yes
0.000155,0.000109,0,0,0.000155,no
0.00031,0.000109,0,0,0.00031,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00062,0.000326,0.09375,0.333333,0.00062,no
0.00062,0.000326,0.03125,0,0.00031,no
0.000465,0.000326,0,0,0.000465,no
0.000671,0.001088,0.09375,0.333333,0.001084,no
0.000569,0.000979,0.03125,0,0.001084,no
0,0,0.0625,0,0,no
0,0,0,0,0,no
0.001239,0.000326,0.0625,0,0.002169,no
0.003021,0.006964,0.125,0.333333,0.006971,no
0.006971,0.004897,0.09375,0,0.006971,yes
0.006971,0.004897,0.15625,0.333333,0.006971,no
0.001239,0.000544,0,0.333333,0.000775,no
0,0,0,0,0,no
0.000349,0.000762,0.09375,0.333333,0.00031,no
0.00031,0.000544,0.0625,0.333333,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0.125,0.333333,0.00031,no
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0.03125,0,0.00031,no
0,0,0.03125,0.333333,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.15625,0.333333,0,yes
0.000775,0.000326,0.09375,0,0.000465,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0.0625,0.333333,0,no
0,0,0.03125,0,0,no
0,0,0.09375,0,0,no
0,0,0.0625,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.000232,0.000218,0.0625,0.333333,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0.333333,0,no
0.00062,0.000435,0,0,0.00062,no
0.002711,0.002176,0,0,0.004648,no
0.003718,0.002612,0.03125,0,0.003718,yes
0.001549,0.001088,0.28125,0.333333,0.00062,yes
0.000465,0.000326,0.15625,0.333333,0.00031,yes
0.00031,0.000218,0.09375,0.333333,0.00031,yes
0,0,0.0625,0.333333,0,yes
0.015027,0.010555,0,0,0.015027,no
0.007823,0.01099,0,0,0.015027,no
0.015027,0.010555,0,0,0.015027,no
0.015027,0.010555,0,0,0.015027,no
0.013013,0.00457,0.125,0.333333,0.003408,yes
0.015027,0.010555,0,0,0.015027,no
0.007978,0.011208,0,0,0.015027,yes
0.008443,0.011208,0,0,0.015027,no
0.003718,0.002612,0.03125,0,0.003718,yes
0.008598,0.012078,0,0,0.015027,yes
0.008598,0.012078,0,0,0.015027,yes
0.004183,0.001088,0,0,0.004183,no
0.004183,0.001088,0.03125,0,0.004183,no
0,0,0.03125,0,0,no
0.002479,0.001741,0.03125,0,0.004648,no
0.004648,0.001632,0,0,0.004648,no
0.004648,0.001632,0,0,0.004648,no
0.003718,0.002612,0.03125,0,0.003718,yes
0.000465,0.000326,0.09375,0.333333,0.00031,yes
0,0,0,0,0,yes
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.003408,0.001197,0,0,0.003408,no
0.013013,0.00457,0.125,0.333333,0.003408,yes
0.007436,0.002612,0.09375,0.666667,0.003098,no
0.001549,0.000544,0.03125,0,0.00093,no
0.009915,0.003482,0.125,0.333333,0.002169,no
0.000465,0.000326,0.15625,0.333333,0.00031,no
0.000465,0.000326,0.15625,0.333333,0.00031,yes
0.00031,0.000218,0.09375,0.333333,0.00031,yes
0.003408,0.00185,0.09375,0.333333,0.002169,no
0.003408,0.00185,0.09375,0.333333,0.002169,yes
0.00093,0.000435,0,0,0.000775,no
0.000775,0.000326,0,0,0.000775,yes
0.000775,0.000109,0.03125,0.333333,0.000775,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.003718,0.002612,0.03125,0,0.003718,yes
0.003718,0.002612,0,0,0.003718,no
0.003718,0.002612,0,0,0.003718,no
0.003718,0.002612,0.03125,0,0.003718,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.21875,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.09375,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0.001859,0.001306,0.03125,0,0.001859,no
0.001859,0.001306,0.03125,0,0.001859,no
0,0,0,0,0,no
0.00031,0.000109,0.09375,0,0.00031,no
0.00093,0.000326,0.0625,0,0.00031,no
0,0,0.0625,0.333333,0,no
0,0,0,0,0,no
0.00031,0.000109,0.1875,0.333333,0.00031,no
0.001549,0.001523,0.09375,0,0.001239,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00093,0.000544,0,0,0.00093,no
0.001239,0.002394,0.40625,1,0.001859,no
0.001859,0.001306,0,0,0.001859,no
0.001549,0.000979,0.15625,0.333333,0.001239,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.125,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0.09375,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000465,0.000326,0,0,0.000465,no
0.000465,0.000326,0,0,0.000465,no
0.000465,0.000326,0,0,0.000465,no
0,0,0,0,0,no
0.00031,0.000109,0,0.333333,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,yes
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001859,0.001306,0,0,0.001859,no
0.001859,0.001306,0,0,0.001859,no
0.001859,0.001306,0,0,0.001859,no
0,0,0,0,0,no
0.00031,0.000109,0.0625,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0.03125,0.333333,0.00031,no
0.00031,0.000109,0.125,0.333333,0.00031,no
