@relation 'Dataset-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last'

@attribute avgChurn numeric
@attribute stmtAdded numeric
@attribute CyclomaticComplexity numeric
@attribute CodeSmells numeric
@attribute maxChurn numeric
@attribute IsBuggy {no,yes}

@data
0.342112,0.720022,0.03125,0,1,no
0.34206,0.719695,0.03125,0,1,no
0.341802,0.719478,0.03125,0,1,no
0.34237,0.71839,0,0,1,no
0.34237,0.71839,0,0,1,no
0.342421,0.71839,0,0,1,no
0.342421,0.71839,0,0,1,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.34268,0.719369,0,0,1,no
0.34268,0.719369,0,0,1,no
0.342112,0.720022,0.03125,0,1,no
0.342886,0.72198,0,0,1,no
0.341802,0.719478,0.03125,0,1,no
0.34206,0.719695,0.03125,0,1,no
0.341854,0.719695,0,0,1,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.34206,0.720022,0,0,1,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.342266,0.720239,0,0,1,no
0.001239,0.000871,0,0,0.001239,no
0.343816,0.720022,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.337052,0.706746,0,0,1,no
0.337464,0.707182,0.03125,0,1,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.343249,0.720348,0.25,0.333333,1,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.34268,0.719369,0,0,1,no
0.34268,0.719369,0,0,1,no
0.334934,0.705005,0,0,1,no
0.343196,0.721763,0,0,1,no
0.341441,0.718934,0.03125,0,1,no
0.342112,0.720022,0.03125,0,1,no
0.341802,0.719478,0.03125,0,1,no
0.34206,0.719695,0.03125,0,1,no
0.342576,0.720566,0.0625,0,1,no
0.342164,0.719804,0.03125,0,1,no
0.343041,0.722089,0.0625,0,1,no
0.342576,0.721328,0.0625,0,1,no
0.342576,0.721328,0.03125,0,1,no
0.341699,0.719478,0.03125,0,1,no
0.34206,0.719913,0.03125,0,1,no
0.511929,0.718607,0.03125,0,1,no
0.511929,0.718607,0.03125,0,1,no
0.341337,0.718716,0,0,1,no
0.341854,0.719587,0.03125,0,1,no
0.343868,0.720131,0.03125,0,1,no
0.335399,0.704353,0,0,1,no
0.335348,0.704244,0,0,1,no
0.336689,0.70457,0,0,1,no
0.337309,0.705223,0.03125,0,1,no
0.071159,0.149946,0,0,0.123005,no
0.071159,0.149946,0,0,0.123005,no
0.3449,0.72383,0,0,1,no
0.517041,0.723613,0,0,1,no
0.345055,0.724374,0,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.071572,0.150816,0,0,0.123005,no
0.071572,0.150816,0,0,0.123005,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.106352,0.149402,0,0,0.123005,no
0.106352,0.149402,0,0,0.123005,no
0.334418,0.703373,0,0,1,no
0.33514,0.704461,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.347328,0.731338,0,0,1,no
0.347328,0.731338,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.347896,0.732535,0,0,1,no
0.279551,0.784875,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.372115,0.783569,0,0,1,no
0.279396,0.784004,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.365402,0.767247,0,0,1,no
0.365402,0.767247,0.03125,0,1,no
0.510844,0.714908,0,0,1,no
0.274129,0.767356,0,0,1,no
0.274167,0.767465,0.03125,0,1,no
0.340821,0.715452,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.071159,0.149946,0,0,0.123005,no
0.071159,0.149946,0,0,0.123005,no
0.3449,0.72383,0,0,1,no
0.517041,0.723613,0,0,1,no
0.345055,0.724374,0,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.071572,0.150816,0,0,0.123005,no
0.071572,0.150816,0,0,0.123005,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.106352,0.149402,0,0,0.123005,no
0.106352,0.149402,0,0,0.123005,no
0.334418,0.703373,0,0,1,no
0.33514,0.704461,0.03125,0,1,no
0.339427,0.714363,0,0,1,no
0.347328,0.731338,0,0,1,no
0.347328,0.731338,0.03125,0,1,no
0.508521,0.713819,0,0,1,no
0.347896,0.732535,0,0,1,no
0.279551,0.784875,0.03125,0,1,no
0.508521,0.713819,0,0,1,no
0.372115,0.783569,0,0,1,no
0.279396,0.784004,0.03125,0,1,no
0.339633,0.715125,0,0,1,no
0.365402,0.767247,0,0,1,no
0.365402,0.767247,0.03125,0,1,no
0.508521,0.713819,0,0,1,no
0.274129,0.767356,0,0,1,no
0.274167,0.767465,0.03125,0,1,no
0.339686,0.715234,0,0,1,no
0.339686,0.715234,0,0,1,no
0.339686,0.715234,0,0,1,no
0.254802,0.715343,0,0,1,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.339066,0.713928,0,0,1,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.339478,0.71469,0,0,1,no
0.001239,0.000871,0,0,0.001239,no
0.339478,0.71469,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.508521,0.713819,0,0,1,no
0.253602,0.705658,0.03125,0,1,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.255461,0.716866,0.46875,0.666667,1,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.071159,0.149946,0,0,0.123005,no
0.071159,0.149946,0,0,0.123005,no
0.071159,0.149946,0.03125,0,0.123005,no
0.106352,0.149402,0,0,0.123005,no
0.3449,0.72383,0,0,1,no
0.517041,0.723613,0,0,1,no
0.3449,0.72383,0.03125,0,1,no
0.3449,0.72383,0,0,1,no
0.345055,0.724374,0.03125,0,1,no
0.345055,0.724374,0,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0.03125,0,1,no
0.517041,0.723613,0.03125,0,1,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.071572,0.150816,0,0,0.123005,no
0.071572,0.150816,0,0,0.123005,no
0.071572,0.150816,0,0,0.123005,no
0.071624,0.150925,0,0,0.123005,no
0.517041,0.723613,0,0,1,no
0.517041,0.723613,0,0,1,no
0.345004,0.724266,0,0,1,no
0.345778,0.72481,0,0,1,no
0.106352,0.149402,0,0,0.123005,no
0.106352,0.149402,0,0,0.123005,no
0.106352,0.149402,0.03125,0,0.123005,no
0.089698,0.063003,0,0,0.089698,no
0.334418,0.703373,0,0,1,no
0.33514,0.704461,0.03125,0,1,no
0.348051,0.732427,0.0625,0,1,no
0.347534,0.731556,0.03125,0,1,no
0.348361,0.732753,0.0625,0,1,no
0.347844,0.7321,0.03125,0,1,no
0.520914,0.73123,0,0,1,no
0.520914,0.73123,0.03125,0,1,no
0.347483,0.731665,0.03125,0,1,no
0.347328,0.731338,0,0,1,no
0.347328,0.731338,0.03125,0,1,no
0.347431,0.731447,0.0625,0,1,no
0.347483,0.731556,0.03125,0,1,no
0.347792,0.731882,0.0625,0,1,no
0.347534,0.731556,0.03125,0,1,no
0.347431,0.731447,0,0,1,no
0.347637,0.731665,0.03125,0,1,no
0.347534,0.731556,0.03125,0,1,no
0.347896,0.732535,0,0,1,no
0.279551,0.784875,0.03125,0,1,no
0.279822,0.78531,0.0625,0,1,no
0.372115,0.783569,0.03125,0,1,no
0.279551,0.78444,0.0625,0,1,no
0.279938,0.78531,0.03125,0,1,no
0.279512,0.784548,0,0,1,no
0.279899,0.785528,0.03125,0,1,no
0.279822,0.78531,0.03125,0,1,no
0.372115,0.783569,0,0,1,no
0.279396,0.784004,0.03125,0,1,no
0.280015,0.78444,0.0625,0,1,no
0.270798,0.756692,0.03125,0,1,no
0.275639,0.756583,0.0625,0,1,no
0.367312,0.755604,0.03125,0,1,no
0.360237,0.755277,0,0,1,no
0.359462,0.75506,0.03125,0,1,no
0.366899,0.768553,0.03125,0,1,no
0.365402,0.767247,0,0,1,no
0.365402,0.767247,0.03125,0,1,no
0.274284,0.7679,0.0625,0,1,no
0.274864,0.768444,0.03125,0,1,no
0.274942,0.769532,0.0625,0,1,no
0.274942,0.769532,0.03125,0,1,no
0.274438,0.768009,0,0,1,no
0.274516,0.768118,0.03125,0,1,no
0.274129,0.767356,0.03125,0,1,no
0.274129,0.767356,0,0,1,no
0.274167,0.767465,0.03125,0,1,no
0.275019,0.769206,0.0625,0,1,no
0.27471,0.770076,0.03125,0,1,no
0.364937,0.768444,0.0625,0,1,no
0.274322,0.770185,0.03125,0,1,no
0.274322,0.770185,0,0,1,no
0.274322,0.770185,0.03125,0,1,no
0.221782,0.778346,0.03125,0,1,no
0.277188,0.778237,0,0,1,no
0.221844,0.778455,0.03125,0,1,no
0.221782,0.778346,0.0625,0,1,no
0.221905,0.778564,0.03125,0,1,no
0.222153,0.779217,0.0625,0,1,no
0.222091,0.779217,0.03125,0,1,no
0.222246,0.779652,0,0,1,no
0.222618,0.779652,0.03125,0,1,no
0.219489,0.766703,0.03125,0,1,no
0.336534,0.703591,0,0,1,no
0.334675,0.703047,0.03125,0,1,no
0.358637,0.75506,0,0,1,no
0.270139,0.755822,0,0,1,no
0.270759,0.75778,0,0,1,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.336534,0.703591,0,0,1,no
0.334675,0.703047,0.03125,0,1,no
0.341647,0.717193,0,0,1,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.342009,0.717519,0,0,1,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.512084,0.716649,0,0,1,no
0.001239,0.000871,0,0,0.001239,no
0.512548,0.716975,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.341802,0.719695,0,0,1,no
0.341802,0.719695,0.03125,0,1,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.257281,0.722089,0.0625,0,1,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.336534,0.703591,0,0,1,no
0.334675,0.703047,0.03125,0,1,no
0.253253,0.705005,0.0625,0,1,no
0.345624,0.704897,0.03125,0,1,no
0.169326,0.70642,0.0625,0,1,no
0.201332,0.704353,0.03125,0,1,no
0.256584,0.717193,0,0,1,no
0.255926,0.715996,0.03125,0,1,no
0.255616,0.715343,0.03125,0,1,no
0.256003,0.716104,0,0,1,no
0.256003,0.716104,0,0,1,no
0.255655,0.715452,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.341027,0.715778,0,0,1,no
0.341027,0.715778,0,0,1,no
0.341027,0.715778,0,0,1,no
0.341027,0.715778,0,0,1,no
0.255887,0.715996,0,0,1,no
0.255887,0.715996,0,0,1,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.340925,0.715669,0,0,1,no
0.510844,0.714908,0,0,1,no
0.510844,0.714908,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.510844,0.714908,0,0,1,no
0.511464,0.715234,0.0625,0,1,no
0.341235,0.718498,0.03125,0,1,no
0.511541,0.718063,0,0,1,no
0.511541,0.718063,0,0,1,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.341286,0.718607,0,0,1,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.338652,0.71197,0,0,1,no
0.001239,0.000871,0,0,0.001239,no
0.253912,0.712405,0,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.203129,0.712622,0,0,1,no
0.169455,0.713058,0.03125,0,1,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.353473,0.723177,0.15625,0,1,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.347328,0.717845,0,0,1,no
0.519365,0.71556,0.03125,0,1,no
0.346553,0.716213,0.0625,0,1,no
0.347328,0.716757,0.03125,0,1,no
0.347379,0.717737,0.0625,0,1,no
0.347792,0.718063,0.03125,0,1,no
0.500155,0.702067,0,0,1,no
1,0.701959,0.03125,0,1,no
0.500387,0.702285,0.03125,0,1,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
1,0.701959,0,0,1,no
0.500077,0.702067,0.03125,0,1,no
0.334056,0.703482,0.03125,0,1,no
0.334056,0.703482,0,0,1,no
0.500775,0.703047,0,0,1,no
0.333901,0.703156,0,0,1,no
0.500775,0.703047,0,0,1,no
0.333436,0.702176,0,0,1,no
0.500232,0.702176,0,0,1,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.00093,0.001197,0,0,0.001549,no
0.00093,0.001197,0,0,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
1,0.701959,0,0,1,no
1,0.701959,0,0,1,no
1,0.701959,0,0,1,no
1,0.701959,0,0,1,no
1,0.701959,0,0,1,no
0.502479,0.705441,0,0,1,no
0.33514,0.705767,0,0,1,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000775,0.000544,0.125,0,0.000775,no
0,0,0,0,0,no
0.000775,0.001088,0,0,0.001394,no
0.001317,0.001632,0,0,0.001394,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001704,0.000762,0.03125,0,0.001704,no
0.005112,0.003156,0,0,0.005112,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.00093,0.001197,0,0,0.001549,no
0.00093,0.001197,0,0,0.001549,no
0,0,0,0,0,no
0,0,0,0,0,no
0.013943,0.009793,0,0,0.013943,no
0.007823,0.010555,0,0,0.013943,no
0.007823,0.010555,0,0,0.013943,no
0.007126,0.010011,0,0,0.013943,no
0.004854,0.010229,0,0,0.013943,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.00062,0.000218,0,0,0.00031,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001239,0.000871,0,0,0.001239,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.005887,0.002829,0,0,0.003563,no
0.003563,0.002285,0.03125,0,0.003563,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.005422,0.003482,0.21875,0.333333,0.005422,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0.044926,0.063112,0.03125,0,0.089698,no
0,0,0,0,0,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.035864,0.099891,0.03125,0,0.135709,no
0.046527,0.097824,0,0,0.135709,no
0.00093,0.001197,0,0,0.001549,no
0.00093,0.001197,0,0,0.001549,no
0.001162,0.001415,0,0,0.001549,no
0.000542,0.000435,0,0,0.000775,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000155,0.000109,0,0,0.000155,no
0.000465,0.000326,0.03125,0,0.00031,no
0.001472,0.001632,0.0625,0,0.001394,no
0.001704,0.003264,0.03125,0,0.001704,no
0.002711,0.003047,0.0625,0,0.001704,no
0.001239,0.000871,0.03125,0,0.000775,no
0.000542,0.000544,0,0,0.000465,no
0.000775,0.000762,0.03125,0,0.00093,no
0.001084,0.00185,0.03125,0,0.001549,no
0.001859,0.000979,0,0,0.001859,no
0.001239,0.002612,0,0,0.001859,no
0.00151,0.002938,0,0,0.002014,no
0.001201,0.00272,0,0,0.002014,no
0.003873,0.00272,0,0,0.003873,no
0.003873,0.00272,0,0,0.003873,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0,0,0,0,0,no
0,0,0,0,0,no
0.002246,0.003156,0,0,0.003873,no
0.002246,0.003156,0,0,0.003873,no
0.002246,0.003156,0,0,0.003873,no
0.003873,0.00272,0,0,0.003873,no
0.003873,0.00272,0,0,0.003873,no
0.003873,0.00272,0,0,0.003873,no
0.003873,0.00272,0,0,0.003873,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.000775,0.000326,0,0,0.000775,no
0.000569,0.000871,0,0,0.000775,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001859,0.001306,0,0,0.001859,no
0.001859,0.001306,0,0,0.001859,no
0.002324,0.001523,0,0,0.001859,no
0.000775,0.000544,0,0,0.000775,no
0.00062,0.000218,0.0625,0,0.00031,no
0.001394,0.001741,0.03125,0,0.001704,no
0.001704,0.000979,0,0,0.001704,no
0,0,0,0,0,no
0.001704,0.000762,0,0,0.001704,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.013943,0.009793,0,0,0.013943,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.028722,0.100435,0,0,0.135709,no
0.001239,0.000871,0,0,0.001239,no
0.046734,0.09815,0,0,0.135709,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.068009,0.09543,0,0,0.135709,no
0.045495,0.095647,0.03125,0,0.135709,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.046476,0.097388,0.25,0.333333,0.135709,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.068242,0.095647,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.068784,0.096627,0,0,0.135709,no
0.035864,0.099891,0.03125,0,0.135709,no
0.046527,0.097824,0,0,0.135709,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.135709,0.095321,0,0,0.135709,no
0.068706,0.0963,0.03125,0,0.135709,no
0.069558,0.097171,0.0625,0,0.135709,no
0.069094,0.096736,0.03125,0,0.135709,no
0.068474,0.095756,0.0625,0,0.135709,no
0.068319,0.095647,0.03125,0,0.135709,no
0.068009,0.09543,0,0,0.135709,no
0.068397,0.096083,0.03125,0,0.135709,no
0.068397,0.096083,0.03125,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0.03125,0,0.135709,no
0.135709,0.095321,0.03125,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.135709,0.095321,0,0,0.135709,no
0.068319,0.095974,0,0,0.135709,no
0.069481,0.096518,0,0,0.135709,no
0.070798,0.09815,0,0,0.135709,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.135709,0.095321,0,0,0.135709,no
0.068629,0.096083,0,0,0.135709,no
0.068009,0.09543,0,0,0.135709,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.069016,0.096627,0,0,0.135709,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.067932,0.09543,0,0,0.135709,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.068861,0.0963,0,0,0.135709,no
0.001239,0.000871,0,0,0.001239,no
0.068784,0.0963,0,0,0.135709,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.068009,0.09543,0,0,0.135709,no
0.068552,0.096083,0.03125,0,0.135709,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00062,0.000218,0.03125,0,0.00031,no
0,0,0.03125,0,0,no
0.068706,0.096192,0.09375,0,0.135709,no
0,0,0.03125,0,0,no
0.00031,0.000109,0.15625,0.333333,0.00031,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0.044926,0.063112,0.03125,0,0.089698,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.0625,0,0,no
0,0,0.03125,0,0,no
0,0,0.0625,0,0,no
0,0,0.03125,0,0,no
0.005887,0.002829,0,0,0.003563,no
0.003563,0.002285,0.03125,0,0.003563,no
0.003563,0.002285,0.03125,0,0.003563,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0,0,0,0,0,no
0.000465,0.000218,0,0,0.000465,no
0.021998,0.007943,0,0,0.021998,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0,0,0,0,0,no
0.089698,0.063003,0,0,0.089698,no
0.089698,0.063003,0,0,0.089698,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0.008521,0.003047,0.03125,0,0.008211,no
0.008211,0.002938,0.0625,0,0.008211,no
0.001549,0.001088,0,0,0.001549,no
0.00426,0.003047,0,0,0.008211,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0.03125,0,0,no
0,0,0.03125,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0,0,0,0,0,no
0.001394,0.000435,0,0,0.001394,no
0.001239,0.000871,0,0,0.001239,no
0.002169,0.001415,0,0,0.002169,no
0,0,0,0,0,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.001704,0.000979,0,0,0.001704,no
0.001704,0.000979,0.03125,0,0.001704,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0,0,0.00031,no
0,0,0,0,0,no
0.00031,0.000109,0,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
0.00031,0.000109,0.03125,0,0.00031,no
